"i","value"
1005,2.0766466745353014e-32
1006,2.0937408647756244e-32
1007,2.1122701903731276e-32
1008,2.1314964728210146e-32
1009,2.1510446446616168e-32
1010,2.1705046388550768e-32
1011,2.1893627651033353e-32
1012,2.207123772915901e-32
1013,2.2231287074951256e-32
1014,2.2367714534476711e-32
1015,2.247754400596169e-32
1016,2.256236106940278e-32
1017,2.2624110655980951e-32
1018,2.2661717403526173e-32
1019,2.2670254604863742e-32
1020,2.2645791989909163e-32
1021,2.2587184082251175e-32
1022,2.2494169255715877e-32
1023,2.2366127511881676e-32
1024,2.2202578436456688e-32
1025,2.2002974635800871e-32
1026,2.1769605895267363e-32
1027,2.1503128535468505e-32
1028,2.1202641247728313e-32
1029,2.0868751964259615e-32
1030,2.0503606931620049e-32
1031,2.0110750086345324e-32
1032,1.9694925757320787e-32
1033,1.9261846812209893e-32
1034,1.8816754932837591e-32
1035,1.8365414122339985e-32
1036,1.7915243636525277e-32
1037,1.7474998802424684e-32
1038,1.7053649701980688e-32
1039,1.6655701124991717e-32
1040,1.6282470342122374e-32
1041,1.5936092545027093e-32
1042,1.5616552434748624e-32
1043,1.5323659179237813e-32
1044,1.5057177728151936e-32
1045,1.4816511842622981e-32
1046,1.4599713613319608e-32
1047,1.4403977699504813e-32
1048,1.4226352667416841e-32
1049,1.4064961480667183e-32
1050,1.3919661675656394e-32
1051,1.3791191504481104e-32
1052,1.3680863998500114e-32
1053,1.3588464157812882e-32
1054,1.3511075657037859e-32
1055,1.3447095680974831e-32
1056,1.339611124419061e-32
1057,1.3359280313224377e-32
1058,1.3339305058789331e-32
1059,1.3338184198975982e-32
1060,1.3357417369865468e-32
1061,1.3396423496989638e-32
1062,1.3452961406795668e-32
1063,1.3526195391698842e-32
1064,1.361637378069673e-32
1065,1.3725057292346594e-32
1066,1.385412536919405e-32
1067,1.4005220764374325e-32
1068,1.4179802868515368e-32
1069,1.4378731072801293e-32
1070,1.4601950558239573e-32
1071,1.4848998077326562e-32
1072,1.5116573071723744e-32
1073,1.5400326053121266e-32
1074,1.5696760479315681e-32
1075,1.600357461614631e-32
1076,1.631624757932472e-32
1077,1.6627235756851835e-32
1078,1.6931018163478461e-32
1079,1.7225130247207961e-32
1080,1.750867534202061e-32
1081,1.7781340784747814e-32
1082,1.8042673265234107e-32
1083,1.8296094262320819e-32
1084,1.8550478826358135e-32
1085,1.8816690623602151e-32
1086,1.9107752894266259e-32
1087,1.9435223086685024e-32
1088,1.9808780816516431e-32
1089,2.0230869799514058e-32
1090,2.0702343162517822e-32
1091,2.1232366139159123e-32
1092,2.1827977781267097e-32
1093,2.2491273273555027e-32
1094,2.3220466809244383e-32
1095,2.4009252487810308e-32
1096,2.4841857473829113e-32
1097,2.568677447052405e-32
1098,2.6502337179232679e-32
1099,2.7260989281902848e-32
1100,2.794395746909518e-32
1101,2.8536743183945341e-32
1102,2.9028791612408251e-32
1103,2.9411204898746444e-32
1104,2.967344809976146e-32
1105,2.9821874120627415e-32
1106,2.987967664049413e-32
1107,2.989546704628231e-32
1108,2.9939390098696573e-32
1109,3.0077719217906569e-32
1110,3.0352391439372726e-32
1111,3.08093359558097e-32
1112,3.1500779127179088e-32
1113,3.2466882415836335e-32
1114,3.3722685115290632e-32
1115,3.5249520598106529e-32
1116,3.7032655369584242e-32
1117,3.9047601169720463e-32
1118,4.1348098246990037e-32
1119,4.4054720947549168e-32
1120,4.7280455721340414e-32
1121,5.1425103595616138e-32
1122,5.6915101055007688e-32
1123,6.4041278973711936e-32
1124,7.2935871719594186e-32
1125,8.3659838428977269e-32
1126,9.6312413871450429e-32
1127,1.1109168831021797e-31
1128,1.2784158578640742e-31
1129,1.4622819426519246e-31
1130,1.6599981856734284e-31
1131,1.8725186836801227e-31
1132,2.0980886753822421e-31
1133,2.3288359742254541e-31
1134,2.5463458404898752e-31
1135,2.730890396173662e-31
1136,2.866341600859264e-31
1137,2.9392957877179673e-31
1138,2.9427705595660162e-31
1139,2.8821032076266712e-31
1140,2.77700304674588e-31
1141,2.6506428384385294e-31
1142,2.5264665265282268e-31
1143,2.4207458844415488e-31
1144,2.3358580137996475e-31
1145,2.2729922012693724e-31
1146,2.2315432385236395e-31
1147,2.2127128455066029e-31
1148,2.2128450978263511e-31
1149,2.2223494919326377e-31
1150,2.2371227061701214e-31
1151,2.2527311066108412e-31
1152,2.2618670479711044e-31
1153,2.257430497107398e-31
1154,2.2376379555019727e-31
1155,2.207730807818643e-31
1156,2.1769706485418903e-31
1157,2.1566567559901119e-31
1158,2.1565184302659395e-31
1159,2.182957433095266e-31
1160,2.2430786420413272e-31
1161,2.3410552569512892e-31
1162,2.4728979789919859e-31
1163,2.6178229884965734e-31
1164,2.7689371235744891e-31
1165,2.9370128482670121e-31
1166,3.1229686913514422e-31
1167,3.3237367485998514e-31
1168,3.5574564272383842e-31
1169,3.8479965936445577e-31
1170,4.2043255148053157e-31
1171,4.6463509912637505e-31
1172,5.2062945786873612e-31
1173,5.8819067601326666e-31
1174,6.6193977725358152e-31
1175,7.3142704579250055e-31
1176,7.8799984475743689e-31
1177,8.2805758169940472e-31
1178,8.4705955454740311e-31
1179,8.4096799598553079e-31
1180,8.1042363131363934e-31
1181,7.558629880046396e-31
1182,6.8104384237141746e-31
1183,5.9678335461680625e-31
1184,5.1382655320638745e-31
1185,4.4348371973759244e-31
1186,3.9232647942882975e-31
1187,3.5743573639605881e-31
1188,3.3170864887024656e-31
1189,3.1149085878499144e-31
1190,2.9519576355636249e-31
1191,2.8144681081034337e-31
1192,2.7086792010660814e-31
1193,2.6564966024714939e-31
1194,2.6595776215946216e-31
1195,2.7071159408674917e-31
1196,2.7970714332189281e-31
1197,2.9253711262906712e-31
1198,3.0778490605566763e-31
1199,3.2377103346471965e-31
1200,3.3777792186439215e-31
1201,3.4749222613636507e-31
1202,3.5112892251242966e-31
1203,3.4742604669830259e-31
1204,3.3611186034774449e-31
1205,3.1833901465267082e-31
1206,2.9654501011437241e-31
1207,2.7357871728264369e-31
1208,2.5222732914060245e-31
1209,2.3496909649951342e-31
1210,2.2333147146121178e-31
1211,2.163745490356579e-31
1212,2.1243224447818317e-31
1213,2.0993216703913437e-31
1214,2.0715223039576902e-31
1215,2.0268336718710752e-31
1216,1.9611144310398947e-31
1217,1.878643539824493e-31
1218,1.7817029510573743e-31
1219,1.6743265149269461e-31
1220,1.5636150529129912e-31
1221,1.4572447238791035e-31
1222,1.3601806539168029e-31
1223,1.2731375035034995e-31
1224,1.1945312458762646e-31
1225,1.1232872133111003e-31
1226,1.057535576101071e-31
1227,9.9621155216862398e-32
1228,9.3827817534579222e-32
1229,8.8289110376263109e-32
1230,8.3040124997536323e-32
1231,7.818851403097857e-32
1232,7.369910571054384e-32
1233,6.9450581340784915e-32
1234,6.5416494154334216e-32
1235,6.1615270610902865e-32
1236,5.8030836014323886e-32
1237,5.459675909917441e-32
1238,5.1259396502429948e-32
1239,4.7994286031235507e-32
1240,4.4860303118445152e-32
1241,4.1988536231880257e-32
1242,3.9501339922182146e-32
1243,3.7449700430313194e-32
1244,3.5757682507029183e-32
1245,3.4334109354440425e-32
1246,3.3124348018226534e-32
1247,3.2095028882318164e-32
1248,3.1208396505917675e-32
1249,3.0431733117853072e-32
1250,2.9707678876775451e-32
1251,2.8968294036506806e-32
1252,2.8160650341842587e-32
1253,2.7273738142756432e-32
1254,2.6324141889938939e-32
1255,2.5341950726113166e-32
1256,2.4368824199265094e-32
1257,2.345435835209604e-32
1258,2.2652327163862281e-32
1259,2.2012110858271634e-32
1260,2.1564873666792249e-32
1261,2.133270595203594e-32
1262,2.1334132776683381e-32
1263,2.1561525602802839e-32
1264,2.197563026111259e-32
1265,2.2533209747682837e-32
1266,2.3194943368601018e-32
1267,2.3916827384979965e-32
1268,2.4649586760686438e-32
1269,2.5343582445429851e-32
1270,2.5968445742745467e-32
1271,2.6508924491786629e-32
1272,2.6953808025894038e-32
1273,2.7293072635815407e-32
1274,2.7508995693190045e-32
1275,2.7587807144728251e-32
1276,2.7527897163553638e-32
1277,2.7351743970600739e-32
1278,2.7104971648324303e-32
1279,2.6879902123868016e-32
1280,2.6787799498348527e-32
1281,2.6935561847847701e-32
1282,2.7422792970856425e-32
1283,2.8359193647330285e-32
1284,2.9864521600676802e-32
1285,3.2085097353966064e-32
1286,3.5188449794563064e-32
1287,3.9316299625132094e-32
1288,4.4407824548467809e-32
1289,5.0271416557601396e-32
1290,5.6674776337754859e-32
1291,6.3364873009843003e-32
1292,7.0051261293483588e-32
1293,7.6429423216254656e-32
1294,8.2176174814572735e-32
1295,8.6937919564793648e-32
1296,9.0460855293731642e-32
1297,9.2658792520864018e-32
1298,9.3569887864447513e-32
1299,9.32937889123942e-32
1300,9.1976634974208839e-32
1301,8.9823402962439037e-32
1302,8.7054241697741278e-32
1303,8.3915449342385839e-32
1304,8.0676621571674147e-32
1305,7.7532901460609608e-32
1306,7.4507077523860951e-32
1307,7.1593002314545394e-32
1308,6.8777254140373399e-32
1309,6.6059225304979132e-32
1310,6.3462692473312295e-32
1311,6.0977006483049879e-32
1312,5.8540141108553501e-32
1313,5.6064885414550409e-32
1314,5.3509306544752794e-32
1315,5.0889578376709473e-32
1316,4.8249975041939043e-32
1317,4.5664660637418728e-32
1318,4.3220331640410052e-32
1319,4.0965911654154763e-32
1320,3.8939992407478809e-32
1321,3.7181095353896e-32
1322,3.5693670806701776e-32
1323,3.4480594110302703e-32
1324,3.3550852985657997e-32
1325,3.2904524277851064e-32
1326,3.2543930308207483e-32
1327,3.2474854797365096e-32
1328,3.2671804506378113e-32
1329,3.3100769552060479e-32
1330,3.373053114413365e-32
1331,3.4512404643528566e-32
1332,3.539697262353498e-32
1333,3.6354676815348407e-32
1334,3.7362754284108174e-32
1335,3.840050017850788e-32
1336,3.9457114682652665e-32
1337,4.0512630368590004e-32
1338,4.1502442806535668e-32
1339,4.2358997031978345e-32
1340,4.3017749588065545e-32
1341,4.3482323392004863e-32
1342,4.3843406384446493e-32
1343,4.4224494550032618e-32
1344,4.4759693072678562e-32
1345,4.5624170205864393e-32
1346,4.6958564566056238e-32
1347,4.8854417972465827e-32
1348,5.1343599583823408e-32
1349,5.4528106951340603e-32
1350,5.8648215532803308e-32
1351,6.4132176281800221e-32
1352,7.1489302433144278e-32
1353,8.1223950673708284e-32
1354,9.3803092451470486e-32
1355,1.0981051086063665e-31
1356,1.2919259527841445e-31
1357,1.5148270064357806e-31
1358,1.7582704593413537e-31
1359,2.0091193712490352e-31
1360,2.247733017585379e-31
1361,2.4494472111933606e-31
1362,2.5955610021303554e-31
1363,2.6827544104572901e-31
1364,2.7150532995863298e-31
1365,2.6943070879926424e-31
1366,2.6303614012899717e-31
1367,2.5419229417138423e-31
1368,2.4477444990734726e-31
1369,2.3612764269241273e-31
1370,2.2948904939633246e-31
1371,2.2640791627068736e-31
1372,2.2845991343438097e-31
1373,2.370115475867659e-31
1374,2.5377170555721858e-31
1375,2.7805257400435722e-31
1376,3.0557800469224349e-31
1377,3.305401277986041e-31
1378,3.4806056849821929e-31
1379,3.5559367914682267e-31
1380,3.5240108320512577e-31
1381,3.4015553043282384e-31
1382,3.2309807163227517e-31
1383,3.0714798631294277e-31
1384,2.9776299181743765e-31
1385,2.9680660241458084e-31
1386,3.0408173928597413e-31
1387,3.1761291845584201e-31
1388,3.3297461741626386e-31
1389,3.4629719513841002e-31
1390,3.5436387625177414e-31
1391,3.5497393014462326e-31
1392,3.4752477541689722e-31
1393,3.3306304190374725e-31
1394,3.1386128743819714e-31
1395,2.9296021533726373e-31
1396,2.7359150983106871e-31
1397,2.5791377051605554e-31
1398,2.4875938863487643e-31
1399,2.536048275698396e-31
1400,2.8532408622749174e-31
1401,3.5372411721150196e-31
1402,4.6552602802963215e-31
1403,6.184671052860538e-31
1404,8.0352618148694561e-31
1405,1.0050681811634064e-30
1406,1.219813112056794e-30
1407,1.4700816811800718e-30
1408,1.7721086350879563e-30
1409,2.1596916862037429e-30
1410,2.5879222644152394e-30
1411,2.8988923554097373e-30
1412,2.9059782624869191e-30
1413,2.5655067454008741e-30
1414,2.0377377330674218e-30
1415,1.5564423985329772e-30
1416,1.2528961695031794e-30
1417,1.127021954553143e-30
1418,1.0964194239482458e-30
1419,1.076091851055614e-30
1420,9.9908260993680872e-31
1421,8.7234667711133913e-31
1422,7.1393984653559304e-31
1423,5.4938058826017599e-31
1424,4.0509982382117317e-31
1425,2.9105424154567638e-31
1426,2.099037535556369e-31
1427,1.604463020332206e-31
1428,1.3394514519652745e-31
1429,1.2264153445970586e-31
1430,1.1981442732105799e-31
1431,1.1887974562738235e-31
1432,1.1811425856060268e-31
1433,1.1731036722814065e-31
1434,1.1644749098990546e-31
1435,1.155532208294044e-31
1436,1.1459833548679091e-31
1437,1.1339122489400853e-31
1438,1.1189709843403044e-31
1439,1.1029253923967485e-31
1440,1.0878855794743176e-31
1441,1.0751614918377703e-31
1442,1.0646202492767434e-31
1443,1.0538412113171395e-31
1444,1.0403691647681286e-31
1445,1.0219754903519064e-31
1446,9.979402029073286e-32
1447,9.6890269890425434e-32
1448,9.3644985915693247e-32
1449,9.0199366512650242e-32
1450,8.6676149589074778e-32
1451,8.3273516571893098e-32
1452,8.0187573084480087e-32
1453,7.7495722642644347e-32
1454,7.5269310091165527e-32
1455,7.3569290279235427e-32
1456,7.2304472603021813e-32
1457,7.1343999566195654e-32
1458,7.0595123498856241e-32
1459,6.999754921732331e-32
1460,6.95226898109633e-32
1461,6.9180120903529219e-32
1462,6.897504868860462e-32
1463,6.8814163391157201e-32
1464,6.860781186433781e-32
1465,6.8297198139200411e-32
1466,6.7829751436936766e-32
1467,6.7181118558937099e-32
1468,6.6368084670284941e-32
1469,6.5420242667777092e-32
1470,6.4349510404899357e-32
1471,6.3170991317005929e-32
1472,6.1917700137444006e-32
1473,6.0581746452262249e-32
1474,5.9099995130572706e-32
1475,5.7424830576831112e-32
1476,5.5541714698132984e-32
1477,5.3461446314128571e-32
1478,5.12140016056624e-32
1479,4.8826532892844691e-32
1480,4.6312472690963542e-32
1481,4.368577437990823e-32
1482,4.0978278997116038e-32
1483,3.8250081224187099e-32
1484,3.5570340510468389e-32
1485,3.2999659760956327e-32
1486,3.0575478440071307e-32
1487,2.8331378697723013e-32
1488,2.6289492804859818e-32
1489,2.4466648467389987e-32
1490,2.2863373180609485e-32
1491,2.1478377118864812e-32
1492,2.0314486078101205e-32
1493,1.9371894509761012e-32
1494,1.8637796629964048e-32
1495,1.8082463901687834e-32
1496,1.7691128214574538e-32
1497,1.7447840520747239e-32
1498,1.7327345712982997e-32
1499,1.7299963927328243e-32
1500,1.7345123903881736e-32
1501,1.7450734103719486e-32
1502,1.7607080205768105e-32
1503,1.7804440446061061e-32
1504,1.8036826145774473e-32
1505,1.8302101907261506e-32
1506,1.8599760556465665e-32
1507,1.8929189080030837e-32
1508,1.9287726157365421e-32
1509,1.9671273507205637e-32
1510,2.0072977081439977e-32
1511,2.0490977807761084e-32
1512,2.0928305583826393e-32
1513,2.1392870638821696e-32
1514,2.1888642584757622e-32
1515,2.2415194776721205e-32
1516,2.2968262347801784e-32
1517,2.3535087902146172e-32
1518,2.4101513008721223e-32
1519,2.4656749144725619e-32
1520,2.5191442716087784e-32
1521,2.5697788797594943e-32
1522,2.6173393472014507e-32
1523,2.6620240242417286e-32
1524,2.7038736129734557e-32
1525,2.7427568521252196e-32
1526,2.7785045680798667e-32
1527,2.8109597394292197e-32
1528,2.8398034026256068e-32
1529,2.8651417106358771e-32
1530,2.8878606734575185e-32
1531,2.9093385283068336e-32
1532,2.9301617545095171e-32
1533,2.9500005947610675e-32
1534,2.968638942064816e-32
1535,2.9861062844468266e-32
1536,3.0024705093146288e-32
1537,3.0175920362688188e-32
1538,3.0315887201251889e-32
1539,3.0443369251750404e-32
1540,3.0555179572317451e-32
1541,3.0645661121768696e-32
1542,3.0707900207251024e-32
1543,3.073902450493871e-32
1544,3.0735076356678523e-32
1545,3.0690223786283551e-32
1546,3.0609045733542601e-32
1547,3.0507311882720291e-32
1548,3.0399981165930655e-32
1549,3.0299478685808173e-32
1550,3.0206915142991268e-32
1551,3.0119435551904389e-32
1552,3.0037589588129444e-32
1553,2.997059827765097e-32
1554,2.9926135441446599e-32
1555,2.9904855743825286e-32
1556,2.9904713201046709e-32
1557,2.9920591992241085e-32
1558,2.9951675246971295e-32
1559,2.999996587831413e-32
1560,3.007266586920983e-32
1561,3.0186638451753902e-32
1562,3.0362970332723258e-32
1563,3.062291456284828e-32
1564,3.0973074976344029e-32
1565,3.1405296554588658e-32
1566,3.1918664586664799e-32
1567,3.2514933295472901e-32
1568,3.3195436274968407e-32
1569,3.3961797261721399e-32
1570,3.481373698369953e-32
1571,3.5755065031486254e-32
1572,3.6790533495423861e-32
1573,3.7907865939876845e-32
1574,3.9096079385926305e-32
1575,4.0364464514989574e-32
1576,4.1739407976461062e-32
1577,4.3228143680125223e-32
1578,4.4814314925775923e-32
1579,4.648792429553731e-32
1580,4.8260343469500401e-32
1581,5.0146371574691454e-32
1582,5.2166423727598112e-32
1583,5.4333446226967783e-32
1584,5.661591467517186e-32
1585,5.8987694021635146e-32
1586,6.1414398011347167e-32
1587,6.3870629279927633e-32
1588,6.634161146908869e-32
1589,6.8834334132826147e-32
1590,7.137388914217151e-32
1591,7.3953397980309851e-32
1592,7.6618422858654079e-32
1593,7.9429320621537585e-32
1594,8.2349785090750888e-32
1595,8.5358532412624168e-32
1596,8.8484291717786906e-32
1597,9.179870212071675e-32
1598,9.5301382997187919e-32
1599,9.88763519111118e-32
1600,1.0243111520950619e-31
1601,1.0587032320971715e-31
1602,1.0919765593057213e-31
1603,1.1246867671044097e-31
1604,1.1556124523120289e-31
1605,1.1834288269429284e-31
1606,1.2068805693938927e-31
1607,1.2246036103048848e-31
1608,1.2359452856288574e-31
1609,1.240839863113464e-31
1610,1.2394124442732814e-31
1611,1.2307360835067865e-31
1612,1.214583033434455e-31
1613,1.1922446782662042e-31
1614,1.1658940496880218e-31
1615,1.137927633465978e-31
1616,1.1106046851815873e-31
1617,1.0854092088986421e-31
1618,1.0621973925963614e-31
1619,1.040852775682729e-31
1620,1.0206963073639001e-31
1621,1.0008612116168885e-31
1622,9.8132129596796208e-32
1623,9.6267575215616333e-32
1624,9.4594080693618851e-32
1625,9.3312360738232333e-32
1626,9.2611663339155462e-32
1627,9.2572889380198638e-32
1628,9.3163904205205994e-32
1629,9.4140688479045898e-32
1630,9.5062972075059171e-32
1631,9.5460884227561553e-32
1632,9.4965958541970311e-32
1633,9.333158530335806e-32
1634,9.045100752246868e-32
1635,8.6410947228469759e-32
1636,8.1471381659789368e-32
1637,7.5919897544288331e-32
1638,7.0102529261823761e-32
1639,6.4444861289089164e-32
1640,5.9395054056612193e-32
1641,5.5197312098223857e-32
1642,5.1979385376833188e-32
1643,4.9777266542323024e-32
1644,4.8481762712030579e-32
1645,4.7897597472418761e-32
1646,4.7855112109161958e-32
1647,4.8219250249685914e-32
1648,4.8859265968553689e-32
1649,4.9689556387148764e-32
1650,5.0623155509706538e-32
1651,5.1583890170389963e-32
1652,5.2534651157638991e-32
1653,5.3461543429967387e-32
